direct_adc,abdomen1_adc,abdomen2_adc,abdomen3_adc,abdomen4_adc
448,-14,-13,-51,-115
452,-17,-12,-49,-109
470,-18,-9,-48,-100
486,-18,-5,-47,-90
486,-21,-5,-47,-82
465,-24,-9,-47,-77
437,-26,-16,-48,-75
422,-26,-21,-51,-74
432,-23,-22,-52,-72
459,-17,-17,-53,-68
484,-12,-8,-51,-64
488,-9,-1,-49,-62
466,-12,1,-48,-64
432,-19,-3,-50,-70
408,-29,-12,-53,-77
407,-39,-21,-57,-83
427,-45,-29,-58,-85
453,-46,-34,-55,-82
468,-40,-35,-49,-76
467,-29,-36,-42,-69
456,-17,-36,-36,-64
448,-7,-36,-31,-62
449,-2,-35,-29,-63
455,-4,-33,-28,-64
458,-10,-30,-26,-65
452,-15,-26,-24,-64
440,-15,-22,-22,-62
434,-10,-16,-21,-61
441,-1,-11,-23,-62
458,8,-5,-26,-66
473,14,-1,-29,-70
474,16,1,-33,-74
457,14,0,-34,-75
430,13,-1,-34,-72
410,14,0,-31,-67
410,17,5,-26,-62
432,20,15,-21,-58
463,21,27,-17,-57
487,20,39,-16,-56
492,16,47,-19,-56
479,13,51,-25,-57
456,12,51,-32,-59
435,12,48,-38,-64
425,13,43,-43,-70
423,12,38,-44,-76
423,10,32,-43,-78
420,7,25,-39,-76
413,5,18,-33,-68
409,7,13,-26,-57
415,11,11,-22,-48
434,15,11,-22,-43
460,15,14,-27,-43
482,11,19,-38,-47
489,5,24,-48,-52
474,-2,30,-53,-56
446,-5,35,-47,-55
418,-2,37,-31,-52
404,4,35,-10,-47
412,11,26,8,-41
436,16,14,16,-36
462,17,1,12,-33
476,15,-6,1,-31
471,12,-7,-9,-31
454,12,0,-14,-32
435,15,11,-12,-34
424,23,20,-7,-36
426,31,24,-5,-37
438,36,21,-8,-37
453,36,14,-15,-37
464,31,6,-21,-36
465,23,1,-22,-35
456,17,3,-16,-34
440,15,10,-6,-30
422,20,24,4,-25
405,29,41,10,-17
395,38,57,11,-8
395,45,71,8,-2
403,47,78,2,2
414,45,80,-4,2
422,39,75,-9,1
422,32,67,-13,-1
415,25,61,-14,-2
405,20,58,-11,1
395,18,61,-2,5
388,21,69,9,11
384,29,80,21,17
382,41,91,28,25
383,53,101,30,33
390,61,110,27,40
402,66,117,25,45
416,68,121,24,45
425,69,119,26,40
426,71,110,26,30
422,72,92,22,16
422,69,68,12,2
432,59,42,0,-13
452,44,19,-11,-25
470,25,1,-17,-36
472,6,-14,-17,-43
453,-9,-26,-16,-46
421,-18,-37,-17,-44
393,-23,-47,-23,-38
385,-23,-52,-31,-32
402,-21,-52,-39,-26
431,-17,-47,-45,-24
454,-14,-38,-47,-24
459,-12,-30,-48,-23
444,-13,-27,-48,-21
421,-16,-28,-49,-18
399,-20,-32,-47,-15
385,-24,-36,-41,-16
379,-26,-38,-32,-22
377,-26,-38,-22,-31
381,-26,-38,-16,-40
391,-27,-40,-16,-45
406,-30,-44,-23,-45
417,-33,-48,-34,-43
415,-35,-50,-44,-40
396,-36,-49,-50,-40
367,-36,-44,-50,-41
345,-35,-37,-45,-43
344,-33,-31,-38,-43
367,-30,-28,-31,-39
404,-27,-28,-26,-33
435,-22,-30,-21,-28
450,-18,-32,-16,-24
448,-15,-35,-12,-26
438,-13,-40,-11,-33
428,-11,-47,-14,-42
419,-10,-56,-22,-52
409,-9,-65,-35,-58
395,-8,-70,-48,-60
382,-8,-70,-57,-58
380,-8,-68,-60,-57
398,-10,-64,-57,-59
431,-11,-63,-51,-65
462,-12,-63,-47,-73
473,-11,-63,-46,-81
454,-9,-60,-46,-83
413,-5,-54,-44,-80
369,-2,-46,-39,-72
344,0,-42,-32,-64
345,1,-45,-24,-60
364,0,-55,-20,-60
387,-2,-67,-19,-65
399,-5,-76,-22,-70
396,-10,-79,-26,-73
386,-15,-78,-28,-72
377,-19,-75,-28,-68
375,-22,-75,-28,-65
377,-23,-78,-28,-65
377,-24,-84,-31,-70
369,-26,-89,-36,-79
351,-29,-91,-45,-90
329,-34,-88,-53,-98
311,-39,-81,-60,-100
306,-40,-73,-62,-97
315,-36,-65,-57,-90
332,-27,-59,-48,-83
349,-15,-57,-37,-79
357,-6,-56,-28,-79
353,-3,-56,-25,-83
341,-4,-55,-26,-89
330,-10,-52,-30,-95
329,-16,-49,-32,-97
338,-19,-48,-29,-96
355,-18,-52,-23,-91
370,-13,-64,-18,-84
377,-6,-80,-17,-79
378,-1,-95,-22,-77
378,2,-104,-31,-79
382,1,-105,-39,-84
390,-1,-99,-41,-87
397,-3,-91,-35,-87
395,-2,-85,-23,-82
381,2,-83,-11,-75
360,7,-84,-2,-71
341,12,-84,0,-72
333,16,-81,-4,-78
340,18,-75,-10,-85
356,20,-67,-14,-88
375,21,-61,-15,-86
388,21,-60,-12,-79
391,20,-63,-8,-72
384,19,-70,-4,-70
373,17,-75,-3,-73
365,15,-78,-3,-79
365,16,-75,-4,-82
377,19,-70,-2,-79
400,24,-66,2,-70
427,31,-65,9,-56
446,37,-69,17,-44
449,43,-77,25,-36
433,50,-85,33,-34
406,59,-90,40,-35
381,68,-90,46,-36
368,76,-83,50,-35
370,83,-73,50,-33
381,87,-62,44,-30
389,89,-55,33,-30
387,90,-53,21,-34
377,91,-56,12,-40
367,93,-59,11,-46
368,97,-60,20,-48
385,104,-53,38,-42
409,115,-39,61,-29
428,128,-19,85,-13
430,140,3,106,4
416,150,25,124,21
392,156,47,138,40
373,159,71,153,62
369,161,99,169,91
379,162,132,188,123
390,159,164,205,155
390,149,188,217,182
371,128,200,220,201
341,93,196,214,216
317,46,180,201,230
314,-7,158,187,250
337,-62,138,176,276
376,-113,124,172,306
405,-159,117,172,334
406,-201,112,173,355
373,-243,106,171,370
321,-285,96,161,380
277,-329,79,145,388
263,-376,57,125,396
284,-423,32,106,402
329,-469,7,90,405
374,-510,-17,77,401
398,-545,-38,65,388
395,-572,-56,50,368
371,-592,-73,32,343
342,-605,-91,11,319
322,-614,-106,-8,300
318,-617,-116,-22,290
329,-614,-118,-27,285
348,-605,-110,-25,282
366,-590,-95,-22,271
378,-570,-78,-22,246
379,-544,-66,-30,205
374,-511,-65,-44,152
368,-470,-74,-61,95
367,-420,-88,-77,41
375,-362,-101,-88,-6
389,-301,-108,-97,-47
404,-243,-107,-107,-88
412,-196,-102,-122,-130
411,-161,-96,-143,-173
405,-138,-93,-168,-209
402,-124,-93,-192,-233
408,-113,-91,-210,-245
423,-103,-87,-220,-247
441,-95,-79,-222,-248
452,-88,-69,-217,-254
452,-81,-60,-207,-264
442,-73,-53,-195,-277
427,-62,-49,-182,-285
418,-48,-46,-172,-288
419,-33,-44,-166,-285
430,-21,-44,-166,-281
447,-16,-49,-171,-282
462,-18,-59,-180,-286
471,-23,-72,-188,-291
472,-28,-82,-191,-293
470,-30,-85,-188,-286
469,-27,-79,-176,-272
472,-22,-65,-159,-253
482,-17,-46,-140,-233
494,-14,-29,-121,-214
503,-12,-15,-106,-198
504,-8,-5,-93,-185
495,-4,2,-83,-173
478,1,8,-76,-162
458,1,13,-71,-152
445,-3,17,-69,-144
442,-14,19,-69,-137
451,-26,21,-70,-130
467,-35,23,-69,-123
484,-36,28,-63,-115
499,-26,34,-51,-105
508,-9,42,-36,-96
511,9,48,-23,-87
510,24,49,-16,-79
507,31,46,-15,-73
504,31,40,-20,-68
503,26,35,-26,-64
501,22,33,-29,-61
495,22,36,-26,-58
484,26,44,-19,-55
469,33,52,-11,-52
455,39,60,-5,-48
448,42,65,-4,-43
455,43,70,-6,-38
476,42,76,-10,-31
501,41,82,-13,-25
516,44,87,-13,-19
509,49,90,-10,-15
480,54,90,-6,-13
438,60,89,-2,-13
400,64,86,1,-13
380,66,82,2,-12
377,65,77,2,-11
382,62,68,-1,-11
379,55,56,-7,-13
361,43,43,-15,-19
336,29,33,-25,-27
322,14,27,-35,-36
331,3,27,-41,-43
363,-3,28,-44,-47
403,-4,30,-42,-48
427,-4,29,-38,-48
421,-6,26,-35,-48
387,-11,23,-35,-49
344,-18,22,-39,-50
314,-26,22,-42,-52
310,-29,23,-42,-53
328,-26,23,-37,-54
352,-19,23,-30,-57
366,-14,22,-24,-61
366,-13,25,-23,-65
357,-18,29,-28,-68
348,-28,36,-36,-68
347,-37,42,-43,-65
353,-40,46,-44,-61
361,-36,49,-37,-56
366,-26,51,-27,-52
371,-15,56,-16,-49
378,-6,63,-8,-48
390,-1,72,-5,-47
406,1,81,-2,-46
418,4,87,0,-44
422,9,87,4,-39
416,15,81,7,-34
407,19,70,9,-28
399,21,55,9,-24
394,19,41,7,-23
389,15,32,6,-24
378,14,29,7,-27
361,16,31,7,-29
344,20,36,5,-33
335,22,40,-2,-37
342,18,40,-12,-44
362,9,36,-20,-52
385,-3,29,-22,-61
403,-12,24,-16,-68
408,-16,23,-5,-72
403,-15,29,6,-73
395,-11,40,11,-71
389,-9,51,8,-68
386,-11,58,0,-65
385,-15,57,-9,-63
383,-20,48,-14,-59
381,-22,34,-14,-55
382,-20,22,-9,-50
389,-16,17,-3,-44
398,-13,24,2,-39
403,-11,40,4,-34
396,-12,60,5,-30
381,-16,77,4,-28
366,-22,87,4,-26
362,-28,88,4,-23
374,-34,82,4,-18
396,-39,74,4,-11
414,-41,64,3,-4
415,-41,52,3,3
396,-41,38,3,6
366,-41,22,5,7
338,-42,6,9,7
323,-43,-6,15,10
321,-42,-12,22,16
328,-40,-13,29,24
337,-37,-13,34,32
344,-34,-16,38,35
348,-33,-22,39,32
353,-35,-30,37,23
357,-41,-39,33,13
357,-49,-46,27,3
352,-58,-52,18,-3
345,-66,-57,10,-6
342,-69,-62,5,-5
348,-68,-63,4,-2
361,-61,-59,7,2
376,-51,-47,12,7
383,-41,-31,16,12
381,-35,-14,18,16
372,-33,-2,18,19
368,-32,3,18,22
379,-32,0,20,23
405,-32,-5,22,23
438,-32,-8,23,21
463,-36,-7,19,16
468,-45,-5,9,10
449,-59,-5,-4,2
414,-74,-10,-18,-6
379,-87,-20,-28,-12
356,-94,-32,-33,-16
351,-96,-43,-33,-16
359,-95,-48,-31,-14
368,-93,-49,-28,-11
366,-90,-46,-23,-6
352,-88,-43,-18,-1
330,-85,-40,-11,3
311,-82,-40,-4,8
306,-80,-38,2,13
321,-78,-33,9,22
352,-76,-22,16,35
393,-73,-4,25,53
436,-66,16,37,74
474,-58,34,49,96
506,-49,45,61,117
537,-43,51,71,139
571,-40,55,81,164
619,-36,64,95,197
688,-28,82,118,240
781,-13,111,149,289
892,8,145,185,338
1005,31,173,216,377
1100,49,189,235,397
1161,58,187,237,396
1184,55,170,223,375
1171,42,141,197,341
1132,23,107,165,300
1073,0,69,133,258
994,-25,29,102,217
892,-51,-13,72,176
764,-79,-56,44,133
619,-109,-95,17,89
468,-138,-125,-7,45
327,-166,-145,-27,5
203,-188,-156,-42,-29
99,-206,-160,-53,-52
9,-217,-159,-59,-63
-64,-224,-157,-59,-63
-117,-225,-151,-54,-52
-140,-222,-143,-43,-34
-131,-216,-132,-29,-12
-96,-207,-119,-15,13
-48,-200,-106,-5,36
0,-195,-91,1,55
45,-195,-77,4,70
93,-198,-64,7,81
151,-201,-51,13,89
221,-200,-41,24,98
292,-193,-34,38,108
345,-182,-31,50,119
369,-169,-31,59,129
363,-159,-33,61,137
342,-155,-35,58,139
327,-156,-36,53,139
328,-160,-36,50,139
344,-163,-34,50,141
360,-164,-30,53,147
364,-164,-27,56,154
353,-164,-25,56,160
338,-165,-24,54,162
333,-168,-22,49,160
347,-171,-17,43,155
374,-173,-9,37,148
398,-173,3,34,143
405,-172,14,32,140
389,-172,21,29,139
361,-173,21,26,139
338,-175,17,22,138
336,-177,10,18,136
355,-176,5,16,133
383,-173,3,17,129
403,-168,3,20,126
403,-163,5,25,124
389,-162,5,29,122
372,-163,3,31,121
368,-166,-3,31,117
380,-169,-12,29,111
401,-172,-23,26,103
414,-172,-35,23,94
408,-171,-45,20,88
387,-169,-53,16,86
364,-166,-56,14,87
355,-162,-56,13,90
364,-157,-54,16,92
384,-151,-52,20,92
398,-146,-51,26,89
395,-141,-52,29,86
376,-139,-52,29,82
353,-137,-52,26,78
341,-135,-49,22,74
344,-130,-44,20,70
352,-121,-35,22,68
352,-110,-25,27,67
338,-97,-15,34,67
317,-87,-5,39,68
306,-79,2,43,68
319,-74,5,44,67
356,-68,5,44,66
400,-61,3,45,65
426,-53,2,47,65
419,-46,4,49,65
382,-42,9,50,64
334,-40,15,50,60
300,-39,22,49,54
294,-35,29,48,48
311,-27,35,48,43
336,-18,40,48,40
351,-11,46,46,38
347,-9,51,43,36
328,-12,56,40,33
306,-15,60,39,32
290,-13,63,42,34
282,-3,62,47,38
279,11,56,52,43
278,23,44,53,44
281,27,27,47,38
289,20,9,39,25
302,8,-3,31,10
314,-2,-5,29,-2
317,-2,6,35,-6
307,12,26,48,-1
286,36,48,62,9
264,63,66,74,21
254,85,76,79,30
259,97,81,79,34
275,101,84,77,37
288,100,88,74,38
285,98,95,72,40
264,98,99,73,41
233,99,97,73,39
207,98,86,72,34
200,94,68,68,26
214,84,49,62,17
242,72,33,54,10
270,60,22,47,6
286,52,14,43,5
288,50,6,42,6
280,52,-5,43,6
269,57,-18,46,5
260,60,-31,47,3
250,60,-38,45,1
239,59,-37,39,-1
225,58,-30,29,-1
213,60,-23,19,1
206,64,-20,12,3
207,70,-22,10,7
211,73,-28,13,9
213,74,-33,22,11
208,74,-33,33,12
201,75,-26,45,12
201,80,-17,53,11
213,87,-8,56,9
233,92,-3,53,4
252,93,-3,45,-3
258,87,-5,34,-13
249,76,-4,23,-21
233,67,1,15,-25
227,64,12,12,-24
238,70,25,14,-18
264,83,38,18,-11
287,95,45,20,-7
293,102,46,20,-8
276,100,42,17,-14
244,91,34,14,-24
214,80,25,13,-32
197,72,17,18,-37
199,69,9,28,-38
213,71,1,40,-35
230,74,-4,49,-30
241,76,-8,53,-24
243,74,-10,52,-19
237,68,-9,47,-16
224,63,-9,42,-13
206,60,-9,40,-13
186,60,-11,42,-14
171,61,-13,46,-17
166,61,-16,51,-19
172,60,-16,54,-21
184,58,-14,55,-20
194,58,-11,54,-17
197,61,-8,52,-14
190,67,-8,51,-13
176,74,-10,52,-14
164,78,-14,54,-17
159,78,-18,54,-21
165,75,-23,51,-23
181,73,-29,43,-22
202,74,-34,31,-18
221,78,-40,19,-13
230,84,-44,13,-7
224,87,-47,14,-2
203,86,-48,22,1
174,82,-50,31,1
148,75,-53,37,-2
135,70,-55,38,-8
139,67,-54,34,-15
154,68,-47,32,-19
166,71,-34,34,-20
166,77,-17,42,-17
152,84,1,50,-11
132,91,14,56,-5
119,99,21,56,-2
123,103,23,50,-5
138,104,22,41,-12
154,100,22,32,-21
156,94,22,25,-29
140,89,23,19,-33
116,85,23,14,-34
98,83,23,11,-33
100,83,26,9,-31
123,83,32,10,-31
154,81,39,14,-32
174,79,46,19,-33
174,77,51,26,-31
155,76,51,33,-27
131,79,49,41,-20
116,84,47,49,-15
118,91,46,54,-12
131,97,46,55,-14
145,101,44,50,-18
150,100,39,41,-22
144,96,31,32,-22
134,90,24,27,-18
126,87,21,29,-11
121,87,22,36,-4
113,92,28,46,0
97,103,37,54,2
73,117,46,60,3
49,133,53,65,6
37,146,56,69,12
43,155,56,71,21
61,159,54,73,29
82,158,53,72,34
94,155,55,69,34
97,153,62,67,31
96,156,70,66,25
96,161,77,68,20
99,167,78,69,15
99,168,71,68,12
87,162,59,61,7
63,147,46,48,0
34,129,36,32,-11
16,111,31,18,-23
19,100,29,9,-34
44,95,27,7,-41
79,95,22,9,-43
110,96,14,12,-40
129,94,4,16,-35
136,90,-4,18,-31
136,85,-9,19,-30
138,81,-10,21,-33
140,80,-9,23,-39
138,80,-9,24,-43
127,79,-10,24,-46
109,75,-12,23,-45
91,71,-13,24,-40
80,67,-13,26,-34
81,68,-13,30,-28
89,71,-13,35,-23
96,76,-18,38,-19
95,79,-30,37,-20
85,77,-47,34,-23
71,70,-66,30,-30
61,63,-82,26,-37
61,58,-87,24,-43
70,58,-79,23,-46
84,62,-59,21,-46
95,66,-32,17,-45
98,69,-7,12,-45
95,67,12,5,-46
89,64,22,1,-49
86,63,27,0,-50
89,65,29,3,-49
96,71,32,9,-45
105,77,38,16,-40
111,82,44,23,-35
112,83,51,29,-32
110,81,56,32,-31
109,77,61,36,-31
111,73,66,40,-32
116,70,69,46,-33
120,68,71,54,-34
117,67,73,62,-36
108,68,77,68,-35
95,73,84,69,-33
86,80,95,66,-27
85,87,107,58,-20
95,93,113,48,-16
109,95,111,39,-16
122,92,99,33,-20
130,86,81,31,-27
132,79,64,33,-35
133,75,53,39,-39
135,72,48,45,-41
136,69,46,50,-41
134,65,41,52,-39
125,61,31,50,-37
111,57,18,48,-35
97,58,9,47,-31
90,64,7,50,-26
91,73,11,56,-20
98,80,16,62,-17
103,81,14,64,-18
101,77,3,61,-22
90,69,-13,55,-27
77,64,-27,47,-29
70,64,-31,43,-26
74,70,-26,42,-19
88,77,-16,44,-11
106,81,-10,45,-4
120,82,-12,44,1
126,80,-18,43,3
123,80,-23,42,7
116,84,-23,45,13
107,91,-17,50,19
97,99,-12,54,24
88,102,-11,56,23
77,100,-17,54,16
70,95,-24,51,7
69,90,-27,48,-2
78,87,-23,46,-8
96,85,-14,45,-11
116,81,-7,45,-13
130,74,-7,44,-17
132,65,-17,44,-19
123,57,-30,45,-20
109,56,-40,49,-16
99,62,-42,51,-10
95,71,-38,48,-4
95,76,-31,37,-3
96,71,-27,21,-9
96,58,-27,5,-18
98,43,-30,-6,-25
108,33,-31,-6,-25
128,36,-25,5,-19
155,50,-14,23,-9
179,68,0,41,0
191,83,11,54,4
189,90,16,58,3
177,89,14,54,-2
163,83,10,47,-7
153,79,5,40,-9
147,77,5,35,-10
141,78,8,33,-10
132,76,13,32,-11
120,73,19,29,-13
105,67,26,24,-14
91,64,33,18,-14
78,65,43,12,-11
70,71,58,10,-6
71,80,74,14,1
85,87,88,22,7
112,91,97,32,13
143,92,99,40,19
163,92,96,45,26
162,94,92,46,33
142,98,90,47,39
114,102,90,48,42
97,104,91,50,42
102,105,91,53,39
126,104,90,55,35
153,105,89,57,34
166,110,92,60,37
157,119,100,65,43
130,128,109,71,48
96,135,114,76,49
69,135,111,77,42
53,129,100,72,27
46,119,83,61,9
45,108,68,48,-7
42,101,59,38,-18
37,99,58,33,-22
29,99,62,33,-21
18,100,66,36,-18
7,97,66,38,-17
-1,90,63,36,-21
0,80,56,30,-29
13,70,50,23,-37
35,62,44,16,-42
57,58,40,11,-45
68,56,36,8,-44
60,55,33,7,-42
35,53,33,5,-41
5,49,34,3,-43
-15,44,38,-1,-48
-16,38,42,-4,-55
-1,33,45,-7,-61
17,27,44,-11,-65
23,20,40,-14,-66
10,11,33,-18,-66
-16,0,25,-23,-65
-39,-10,15,-29,-64
-46,-18,6,-37,-65
-32,-21,0,-44,-66
-7,-20,-3,-50,-66
14,-16,-1,-51,-64
19,-11,3,-47,-58
7,-7,8,-38,-50
-14,-4,10,-27,-41
-28,-2,9,-17,-35
-24,-2,6,-11,-33
-1,-3,4,-9,-35
34,-7,1,-11,-38
65,-12,-2,-13,-42
81,-17,-8,-13,-45
72,-21,-18,-10,-46
41,-20,-27,-6,-47
3,-15,-34,-5,-49
-25,-10,-35,-8,-51
-28,-5,-30,-15,-54
-4,-3,-25,-21,-58
36,-3,-24,-23,-61
70,-3,-29,-17,-64
79,1,-40,-7,-65
58,7,-50,3,-65
19,14,-54,6,-65
-15,21,-51,-2,-66
-29,26,-43,-18,-67
-22,29,-33,-36,-67
-6,32,-25,-46,-67
0,37,-19,-46,-64
-12,44,-14,-37,-58
-32,50,-7,-25,-52
-45,53,1,-16,-46
-38,52,7,-12,-43
-10,48,10,-11,-43
25,46,9,-8,-45
49,47,5,-2,-47
53,53,0,8,-48
41,61,-5,17,-47
26,70,-8,21,-44
20,75,-11,18,-41
26,77,-13,9,-38
39,77,-16,-2,-37
50,74,-17,-10,-39
54,70,-16,-14,-41
55,68,-14,-15,-44
54,66,-11,-14,-45
54,66,-9,-10,-44
51,69,-10,-2,-40
40,73,-13,8,-34
20,77,-15,20,-28
-4,82,-13,29,-24
-22,84,-5,31,-23
-27,86,5,27,-24
-20,86,14,19,-27
-9,88,19,11,-29
-4,89,17,7,-30
-13,90,10,7,-30
-32,88,1,6,-27
-53,84,-5,2,-23
-66,78,-5,-7,-19
-63,71,0,-18,-15
-46,66,5,-27,-12
-20,62,6,-32,-12
6,58,4,-33,-15
23,54,-1,-32,-18
26,51,-6,-31,-22
12,50,-6,-32,-25
-12,51,-3,-34,-27
-39,52,3,-37,-29
-58,52,6,-39,-32
-62,49,5,-39,-35
-53,44,0,-39,-38
-39,38,-8,-40,-41
-29,32,-16,-43,-41
-27,28,-20,-46,-38
-31,28,-20,-47,-33
-31,33,-13,-43,-23
-22,42,1,-32,-9
2,58,20,-14,9
36,79,42,8,30
76,102,64,30,53
120,125,83,51,78
167,146,101,73,107
219,166,119,98,144
279,189,141,129,191
349,215,169,165,246
431,245,199,200,301
524,272,224,227,344
624,289,238,238,366
717,290,234,230,360
787,275,213,206,333
817,250,181,174,290
800,223,145,141,243
740,201,111,112,195
650,184,80,89,148
542,169,50,68,99
424,152,18,45,46
295,129,-17,18,-10
151,103,-52,-11,-65
-6,80,-81,-40,-113
-165,64,-102,-62,-149
-307,57,-111,-75,-171
-414,59,-110,-76,-178
-477,66,-100,-67,-173
-498,75,-82,-51,-158
-488,87,-60,-33,-136
-464,102,-33,-13,-109
-436,122,-7,8,-79
-410,145,17,32,-46
-381,165,36,58,-10
-340,179,50,84,26
-283,182,61,107,60
-212,177,72,125,91
-138,167,85,135,115
-79,156,98,140,136
-47,145,109,142,157
-46,131,115,144,183
-65,110,115,147,217
-88,78,113,150,258
-100,37,111,153,302
-96,-11,113,155,343
-80,-57,117,159,376
-62,-99,120,163,399
-45,-135,119,169,416
-32,-170,111,172,427
-22,-207,97,171,436
-15,-250,78,163,443
-17,-298,57,147,448
-30,-350,35,125,448
-55,-400,12,99,442
-85,-446,-14,69,429
-109,-488,-40,37,409
-120,-526,-66,5,385
-119,-560,-90,-28,359
-110,-588,-109,-57,336
-99,-606,-123,-78,320
-90,-613,-132,-88,311
-81,-609,-136,-88,306
-70,-596,-136,-82,299
-55,-579,-135,-78,284
-42,-562,-135,-81,254
-36,-545,-138,-94,212
-41,-523,-145,-117,162
-56,-493,-157,-144,108
-72,-451,-172,-172,55
-81,-401,-191,-197,3
-77,-345,-209,-221,-50
-59,-291,-224,-243,-105
-33,-243,-234,-262,-158
-9,-202,-237,-276,-206
4,-166,-233,-282,-243
4,-135,-227,-281,-265
-5,-109,-223,-274,-274
-13,-89,-223,-268,-273
-12,-78,-229,-263,-267
1,-72,-237,-259,-259
21,-69,-241,-253,-250
37,-63,-237,-244,-241
43,-51,-222,-233,-234
39,-35,-200,-223,-232
31,-17,-178,-218,-236
27,-2,-163,-219,-243
32,9,-159,-220,-250
40,16,-166,-217,-252
45,22,-177,-208,-247
43,27,-186,-192,-235
33,33,-190,-175,-219
22,39,-188,-162,-201
13,44,-184,-153,-184
5,48,-181,-149,-169
-6,51,-178,-145,-158
-20,56,-173,-139,-151
-32,62,-163,-132,-146
-35,68,-147,-123,-139
-21,73,-125,-112,-126
5,76,-102,-95,-104
30,79,-82,-72,-77
39,83,-68,-43,-51
26,85,-61,-14,-32
-2,86,-61,6,-24
-26,84,-65,13,-25
-30,79,-72,8,-27
-12,73,-80,-4,-24
18,69,-87,-13,-14
40,69,-92,-15,-3
42,72,-95,-12,3
24,74,-96,-7,0
2,74,-94,-6,-10
-9,72,-91,-10,-22
-3,71,-85,-16,-29
13,74,-75,-20,-26
23,82,-65,-19,-17
15,93,-55,-12,-6
-12,102,-47,-4,5
-45,105,-42,3,12
-67,102,-37,9,17
-66,98,-32,13,20
-44,96,-24,18,22
-15,100,-14,23,23
5,108,-4,29,22
8,118,6,35,23
-4,126,14,40,27
-21,133,22,44,35
-32,138,28,47,44
-33,142,30,47,49
-25,142,26,43,45
-14,136,13,33,32
-5,121,-5,19,14
1,100,-24,3,-2
8,80,-38,-9,-9
14,66,-44,-15,-8
18,61,-43,-14,-1
15,64,-40,-8,6
6,68,-43,0,8
-9,71,-53,7,8
-22,70,-68,13,7
-27,69,-82,15,10
-24,69,-90,16,16
-17,70,-90,14,22
-15,71,-84,12,24
-23,70,-77,8,18
-40,65,-74,3,8
-57,60,-77,-3,-2
-67,56,-82,-9,-6
-64,58,-86,-14,0
-48,63,-84,-16,13
-26,69,-74,-14,29
-4,75,-61,-7,41
13,78,-50,2,47
26,80,-47,9,48
34,81,-54,12,47
34,81,-70,11,46
24,78,-87,9,48
5,72,-100,10,51
-19,63,-104,17,53
-38,55,-99,28,52
-40,52,-89,38,50
-22,55,-78,41,48
11,65,-70,35,49
46,76,-64,21,54
68,85,-59,8,60
70,88,-55,1,66
53,84,-51,3,70
27,76,-51,12,71
6,66,-56,24,70
-2,57,-67,30,67
4,51,-81,29,64
21,46,-97,20,60
40,44,-113,8,54
56,42,-128,-4,45
66,41,-143,-11,33
72,41,-157,-12,20
70,40,-167,-8,11
62,38,-171,-1,8
47,35,-166,6,11
30,32,-153,11,20
16,31,-135,14,30
13,32,-115,18,39
21,35,-99,23,44
34,41,-88,30,45
40,48,-84,39,45
31,54,-86,45,46
9,59,-92,46,49
-16,61,-99,40,55
-31,61,-106,29,62
-26,60,-109,17,70
-6,58,-108,10,77
19,56,-103,8,84
33,55,-95,12,91
29,55,-85,19,95
13,57,-77,24,96
-5,59,-71,26,90
-15,60,-68,24,79
-15,57,-69,20,64
-12,50,-71,15,53
-11,40,-71,12,49
-16,30,-67,12,53
-23,25,-59,14,63
-26,26,-48,18,73
-19,30,-38,21,77
-4,33,-35,22,73
11,32,-39,19,63
21,24,-50,14,53
23,11,-62,7,47
19,-1,-71,2,48
12,-7,-71,2,54
8,-6,-64,7,60
5,1,-51,16,64
5,10,-38,26,62
7,16,-28,33,57
11,18,-23,34,51
15,13,-25,29,46
15,6,-31,22,43
10,-2,-40,17,43
-2,-8,-47,15,46
-19,-9,-51,16,52
-31,-7,-51,18,59
-34,-3,-46,18,65
-23,1,-40,15,68
-6,1,-36,10,68
9,-4,-34,8,66
11,-12,-35,10,65
-3,-22,-38,19,68
-28,-30,-43,31,75
-49,-34,-48,42,85
-54,-32,-52,50,95
-36,-27,-54,52,101
-2,-19,-52,49,104
30,-10,-46,45,104
43,-1,-37,41,105
27,6,-29,39,106
-12,9,-27,41,110
-54,9,-30,44,116
-79,6,-38,49,120
-72,1,-43,54,124
-38,-3,-43,58,125
6,-5,-37,60,123
35,-7,-28,58,121
38,-12,-21,53,116
18,-21,-23,44,110
-7,-34,-33,35,104
-18,-49,-47,28,100
-7,-61,-60,25,100
19,-66,-66,25,104
42,-65,-65,27,113
48,-60,-64,28,121
37,-55,-69,25,127
22,-54,-84,18,127
17,-60,-111,8,122
29,-69,-142,-2,116
52,-78,-169,-7,113
69,-86,-182,-7,113
69,-92,-179,-1,117
49,-97,-162,6,120
22,-102,-140,13,121
2,-107,-120,17,117
-2,-111,-107,20,112
10,-114,-104,23,108
26,-116,-108,27,109
38,-117,-117,32,114
43,-118,-127,34,121
43,-122,-134,31,128
46,-127,-136,23,133
54,-133,-131,13,136
63,-136,-119,6,140
70,-137,-106,6,145
69,-135,-95,11,152
61,-134,-92,18,158
53,-133,-95,22,162
49,-135,-102,21,162
51,-137,-108,16,160
58,-139,-108,12,158
66,-139,-104,10,157
68,-140,-98,11,158
63,-142,-96,12,159
54,-145,-98,9,159
46,-150,-100,1,156
45,-155,-99,-10,150
54,-159,-90,-19,144
70,-161,-75,-24,141
86,-162,-59,-21,141
93,-163,-48,-12,144
